,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,date_millesime
23591,France,"From one of the most familiar of the Meursault Premier Crus, this wine is crisp and mineral in character. It has tight acidity with apple and green-plum fruit that is laced by a light amount of wood aging. The wine is still young and will be better from 2022.",Charmes Premier Cru,91,45.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Jean Monnier et Fils 2020 Charmes Premier Cru  (Meursault),Chardonnay,Domaine Jean Monnier et Fils,2020
23615,France,"Crisp, tight and mineral, this classic wine has citrus and apple fruits filled out with creamed pear. The zingy texture is still young and vibrant. With intense acidity at the end, the wine could still develop, so drink from early 2021.",,91,27.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château Vitallis 2020  Pouilly-Fuissé,Chardonnay,Château Vitallis,2020
23616,France,"From vines aged between 40 and 80 years, this is a lightly wood-aged wine, with yellow fruits that go with the spicy toast. Full, ripe, and nicely cut with acidity, it has a creamy, smooth texture. Drink now.",Vieilles Vignes,91,30.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château Vitallis 2020 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château Vitallis,2020
23617,France,"There is a fine touch of spice in this wine. Bright and tangy, it is also full with white fruits, ripe acidity and a warm while zesty character. Still young and zesty, the wine will soften over the next few months into something more rounded. Drink from 2021.",En Faux,91,30.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Christophe Cordier 2020 En Faux  (Saint-Véran),Chardonnay,Christophe Cordier,2020
23618,France,"This two-acre premier cru situated north of Beaune city gives smooth and rich wines. This bottling shows the acidity of the vintage while also having a full, round character, ripe with strawberries and crisp with acidity. The wine needs more time, so drink from 2023.",En Genêt Premier Cru,91,39.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Arnoux Père et Fils 2020 En Genêt Premier Cru  (Beaune),Pinot Noir,Domaine Arnoux Père et Fils,2020
23727,France,"This is a smooth and rounded wine with ripe yellow fruits as well as a crisp, sliced apple character. It is fruity and warm with its ripe, full flavors. Drink this generous wine now.",La Crochette,87,21.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Jacques Charlet 2019 La Crochette  (Mâcon-Villages),Chardonnay,Jacques Charlet,2019
23860,France,"A ripe, crisp, yellow- and white-fruit-flavored wine. It shows taut minerality, the flintiness you find in Chablis. The structure is dominant in what is still a young wine, but the fruit is all there. Worth aging for a year.",Pur Chardonnay,90,40.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre 2011 Pur Chardonnay  (Crémant de Bourgogne),Chardonnay,Bailly-Lapierre,2011
23893,France,This is a light wine—fruity and with a soft texture. It has citrus and creamed pear flavors that are balanced with acidity. It's a wine to be drunk now while its fruitiness is still at its peak.,,85,20.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2020  Bourgogne Hautes Côtes de Nuits,Chardonnay,Domaine Chevillon-Chezeaux,2020
23894,France,"This is a crisp and fruity wine that has fine acidity and a tangy orange-zest texture. The wine is full of green plums and with a salty, bright aftertaste. Drink now.",Le Renard,85,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaines Devillard 2020 Le Renard  (Bourgogne),Chardonnay,Domaines Devillard,2020
23896,France,"Named after the parcel from which this wine originally came, it is delicate and soft. The apple and citrus fruit is light, cut easily with some acidity. The wine is ready to drink.",Collection Tiserny,85,16.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,L. Tramier & Fils 2020 Collection Tiserny  (Bourgogne),Chardonnay,L. Tramier & Fils,2020
23898,France,"Petit Chablis comes from the plateau above the main Chablis vineyards. As here, it offers a light fruity style with only the lightest minerality and much more in the way of apple and citrus flavors. Drink the wine from early 2021.",Blancs Cailloux,85,15.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2021 Blancs Cailloux  (Petit Chablis),Chardonnay,Pascal Bouchard,2021
24064,France,"Irancy produces lightweight Pinot Noir, emphasizing the freshest raspberry flavors, allied to soft, dry tannins. There is a smoky element here that is attractive. The finish, with its acidity, shows the crispness of this northern production area.",,85,26.0,Burgundy,Irancy,,Roger Voss,@vossroger,Simonnet-Febvre 2012  Irancy,Pinot Noir,Simonnet-Febvre,2012
24072,France,"Tasting light, almost dilute, this is a pleasant wine with white fruit flavors and a light textured acidity. The flavors come slowly and the final acidity is only fleeting.",,85,28.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Mommessin 2013  Pouilly-Fuissé,Chardonnay,Mommessin,2013
24168,France,"Its name a play on the Petit Chablis appellation (pas si petit means “not so little”), this wine has a ripe and fruity character. Crisp texture and lively, exuberant acidity carry its white fruit flavors into the finish. Drink now.",Pas si Petit,87,18.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,La Chablisienne 2021 Pas si Petit  (Petit Chablis),Chardonnay,La Chablisienne,2021
24194,France,"For a Petit Chablis, this is serious and complex, with delicious ripe green and yellow fruits; there is a touch of caramel with toast just at the edge.",,87,38.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,Domaine Vincent Dauvissat 2011  Petit Chablis,Chardonnay,Domaine Vincent Dauvissat,2011
24332,France,"Without big oak or big fruit to make it ungainly, this is a real food-friendly Chardonnay. The delicate floral aromas and understated yet finely etched pear and almond flavors almost seem designed to show off that special weekend dish you just spent hours making.",,86,43.0,Burgundy,Beaune,,,,Louis Latour 2006  Beaune,Chardonnay,Louis Latour,2006
24519,France,"This is a rich, rounded and concentrated wine. Good structure comes both from the wood aging and from the acidity of the apple and apricot fruits. Developing slowly, it will become an impressive, ripe wine. Drink from 2022. The grapes come from the highest vineyard in Chassagne, just under the woods.",En PImont,91,41.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2018 En PImont  (Chassagne-Montrachet),Chardonnay,Au Pied du Mont Chauve,2018
24527,France,"A crisp, almost herbaceous wine, this is refreshing, like a breath of fresh air. It's lively, light and fruity, and it has green- and white-fruit flavors that combine well. Drink now.",,86,25.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Olivier Leflaive 2016  Bourgogne,Aligoté,Olivier Leflaive,2016
24539,France,"There is a touch of spice on this wine, along with flavors of crisp citrus and green apple. Fruity and bright, this is already drinkable, and it finishes with a tang of lemon zest.",,86,25.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Joseph Faiveley 2016  Bourgogne,Chardonnay,Joseph Faiveley,2016
24652,France,"Open and inviting, this wine lays out traditional Chardonnay aromas and flavors of peach and citrus accented by toasty oak in a powerful and easily understood wine. There's a certain lack of finesse that's more than made up for by rich and expressive flavors.",,88,69.0,Burgundy,Chassagne-Montrachet,,,,Louis Latour 2006  Chassagne-Montrachet,Chardonnay,Louis Latour,2006
24670,France,"This wine sees only 10–15% new oak, which allows the gritty peach and tangerine fruit flavors to shine through, dressed up by hints of toasted hazelnuts. White peaches and a powdered talc texture give the impression of richness without excess weight. Finishes long, with notes of mineral and citrus.",,88,66.0,Burgundy,Puligny-Montrachet,,,,Louis Latour 2006  Puligny-Montrachet,Chardonnay,Louis Latour,2006
24721,France,"A soft and gently fruity wine that has simple apple flavors and an attractive level of acidity. The wine, with its warm fruit, is ready to drink.",,85,16.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Trenel Fils 2018  Mâcon-Villages,Chardonnay,Trenel Fils,2018
24769,France,"Big, firm and dense, this is a powerful wine, with dark tannins that give a dry, concentrated character. The juicy plum and damson fruit flavors, along with the fresh aftertaste, will be a delicious balance as the wine develops. Drink from 2024.",,93,136.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2019  Clos de Vougeot,Pinot Noir,Jean-Luc and Paul Aegerter,2019
24867,France,"Lightly smoky, this is an attractive, simple and fruity Chablis. It has apple and pear flavors balanced with soft acidity. Smooth and round, it's a wine for medium-term aging, so drink now–2022.",,85,22.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine L. Chatelain 2018  Chablis,Chardonnay,Domaine L. Chatelain,2018
24884,France,"Red berry and cherry flavors mark this bright, juicy wine. Soft tannins and a firmer extract show on the midpalate, along with vivid acidity on the finish. Drink in six months.",Grande QV,85,16.0,Burgundy,Bourgogne Gamay,,Roger Voss,@vossroger,Vignerons de Bel Air 2018 Grande QV  (Bourgogne Gamay),Gamay,Vignerons de Bel Air,2018
24892,France,"This is an earthy wine that shows a rustic character. Still youthful, its fruit is obscured behind a dry, tannic, burnt-toast character. There is a future for this wine, as it should integrate with age, so don't try to drink until 2020.",La Brigadière Vieilles Vignes,85,22.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château Philippe-le-Hardi 2018 La Brigadière Vieilles Vignes  (Mercurey),Pinot Noir,Château Philippe-le-Hardi,2018
24993,France,"This is an attractively crisp, citrus-flavored wine. With lime and ripe apple fruits, the tangy texture bursts with freshness. The wine is ready to drink.",,87,19.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Vins Auvigue 2020  Saint-Véran,Chardonnay,Vins Auvigue,2020
25158,France,"Fresh and juicy, this is a soft and rounded wine. It has gentle tannins, along with stylish acidity and red fruit flavors. Already, it is becoming drinkable, so don't expect the wine to age over the long term. Drink from 2020.",,88,59.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Manuel Olivier 2017  Chambolle-Musigny,Pinot Noir,Manuel Olivier,2017
25244,France,"Soft and creamy, this has a smooth texture with vanilla and baked apple flavors cut through with full acidity. It feels rich, full in the mouth, fresh and ripe at the same time. Drink from 2019.",Le Grand Bois,87,26.0,Burgundy,Chablis,,Roger Voss,@vossroger,Romain Bouchard 2018 Le Grand Bois  (Chablis),Chardonnay,Romain Bouchard,2018
25246,France,"There is a bitter edge to this wine. Spice and tight acidity give a nervy, taut character. At the same time, fresh apple and citrus flavors come through. Give this wine until 2020 to soften.",Blanc de Blancs Brut,87,33.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Simonnet-Febvre 2014 Blanc de Blancs Brut  (Crémant de Bourgogne),Chardonnay,Simonnet-Febvre,2014
25247,France,"This is a warm and round wine from Irancy, southwest of Chablis. Red fruits are sustained by some wood aging that smoothes out the stalky texture and spice. It's a wine that could age another couple of years to soften it further.",,87,24.0,Burgundy,Irancy,,Roger Voss,@vossroger,Simonnet-Febvre 2018  Irancy,Pinot Noir,Simonnet-Febvre,2018
25250,France,"Bright and light, this offers yellow fruits that are cut with citrus to give a clean character as well as richness. Drink now for its crisp aftertaste and warm texture.",,87,21.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine de Biéville 2019  Chablis,Chardonnay,Domaine de Biéville,2019
25259,France,"From vines that are up to 70 years old, this is a single-parcel wine. It is rich, with some good concentration and a mineral edge. Ripe apricot and apple fruits are combined with a tight acidity that suggests the need to age. Drink from late 2019.",Vieilles Vignes,87,23.0,Burgundy,Pouilly-Vinzelles,,Roger Voss,@vossroger,Cave des Grands Crus Blancs 2019 Vieilles Vignes  (Pouilly-Vinzelles),Chardonnay,Cave des Grands Crus Blancs,2019
25329,France,"Rich and rounded, packed with yellow fruits and pineapple flavors, this is a warm, opulent wine, combining toast and fruit. True, there is some minerality, but this Meursault revels in its ripe fruit and generosity.",Sous le Dos d'Ane Premier Cru,94,130.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Leflaive 2015 Sous le Dos d'Ane Premier Cru  (Meursault),Chardonnay,Domaine Leflaive,2015
25542,France,The wine is dense with fine concentration and a solid dry tannin character at the back. It is full of black fruits and balanced acidity. Its richness reflects the quality of the vintage and its aging potential. Drink from 2022.,Les Chaillots Premier Cru,92,45.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Louis Latour 2021 Les Chaillots Premier Cru  (Aloxe-Corton),Pinot Noir,Louis Latour,2021
25549,France,"rich, fruity wood-aged wine, this offers ripe white fruits and plenty of smoky toast flavors. Acidity and minerality give the wine its distinctive tangy texture. These elements result in a ripe wine that will age further. Drink from 2024.",Abbaye de Morgeot Premier Cru,92,53.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Château de Santenay 2021 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Château de Santenay,2021
25558,France,"This is a ripe wine, soft on the normal tannins of this appellation and big on the black-cherry and berry fruits. It does have a firm core, cushioned by the generous fruitiness. Drink this wine from 2024.",,91,43.0,Burgundy,Pommard,,Roger Voss,@vossroger,Château de Santenay 2021  Pommard,Pinot Noir,Château de Santenay,2021
25563,France,"A ripe and full wine, packed with fruit. It has a toasty character, spice and bright red-berry fruits that give the wine its crisp acidity and balance the riper smooth texture that is developing. Give this wine until 2022.",,91,28.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Denis Père et Fils 2021  Savigny-lès-Beaune,Pinot Noir,Denis Père et Fils,2021
25568,France,"The name, Mineral, says everything you need to know about the texture of this wine. It is also rich, generous and ripe with apricot and melon flavors. This easygoing wine has a soft aftertaste that makes it drinkable now.",Minéral,85,13.0,Burgundy,Mâcon-Loché,,Roger Voss,@vossroger,Cave des Grands Crus Blancs 2022 Minéral  (Mâcon-Loché),Chardonnay,Cave des Grands Crus Blancs,2022
